image_path,label_path,filename,split,annotations,num_pitches,avg_visible_keypoints,augmented,augmentation_type
field_dataset/train/images/0a2d9b_6_5_png.rf.def3f590c1b40ae3b26d8916e1085b09.jpg,field_dataset/train/labels/0a2d9b_6_5_png.rf.def3f590c1b40ae3b26d8916e1085b09.txt,0a2d9b_6_5_png.rf.def3f590c1b40ae3b26d8916e1085b09.jpg,field_dataset/train,"[{'class_id': 0, 'class_name': 'pitch', 'x_center': 0.5, 'y_center': 0.566645, 'width': 1.0, 'height': 0.6295862037037037, 'keypoints': [(0.02380953125, 0.31014685185185187, 0), (0.02380953125, 0.4383959259259259, 0), (0.02380953125, 0.5016876851851853, 0), (0.024564635416666664, 0.6365957407407408, 0), (0.019841249999999998, 0.6932284259259259, 0), (0.019841249999999998, 0.8198119444444444, 0), (0.08994708333333333, 0.5033532407407407, 0), (0.08994708333333333, 0.6316023148148148, 0), (0.18783067708333334, 0.566645, 0), (0.29365078125, 0.44006148148148144, 0), (0.29629630208333335, 0.5033532407407407, 0), (0.29894182291666666, 0.6316023148148148, 0), (0.29894182291666666, 0.6948939814814815, 0), (0.436153125, 0.2672861111111111, 2), (0.44391463541666665, 0.3544409259259259, 2), (0.454694375, 0.46842453703703707, 2), (0.4874423958333333, 0.8322568518518518, 2), (0.8896994270833333, 0.2913264814814815, 2), (0.9673811458333332, 0.33888018518518515, 2), (0.7037036979166668, 0.6299366666666667, 0), (0.70634921875, 0.6965596296296296, 0), (0.7989418229166667, 0.5683105555555555, 0), (0.9047619270833334, 0.5016876851851853, 0), (0.9047619270833334, 0.6316023148148148, 0), (0.98015875, 0.3118124074074074, 0), (0.98015875, 0.44006148148148144, 0), (0.98015875, 0.5016876851851853, 0), (0.9761904687499999, 0.6316023148148148, 0), (0.9761904687499999, 0.6932284259259259, 0), (0.9761904687499999, 0.8214775, 0), (0.29464385416666666, 0.41367314814814815, 2), (0.5989528645833333, 0.39395833333333335, 2)], 'num_visible_keypoints': 8}]",1,8.0,False,original
field_dataset/train/images/0a2d9b_6_6_png.rf.7d3f7b8951a6b9dc288bfe9e08a6533b.jpg,field_dataset/train/labels/0a2d9b_6_6_png.rf.7d3f7b8951a6b9dc288bfe9e08a6533b.txt,0a2d9b_6_6_png.rf.7d3f7b8951a6b9dc288bfe9e08a6533b.jpg,field_dataset/train,"[{'class_id': 0, 'class_name': 'pitch', 'x_center': 0.5, 'y_center': 0.5560511111111112, 'width': 1.0, 'height': 0.6250362037037037, 'keypoints': [(0.02380953125, 0.3190375925925926, 0), (0.02380953125, 0.4424018518518518, 0), (0.02380953125, 0.5032828703703703, 0), (0.02380953125, 0.6282492592592592, 0), (0.019841249999999998, 0.6875281481481481, 0), (0.019841249999999998, 0.8092902777777777, 0), (0.08994708333333333, 0.504885, 0), (0.08994708333333333, 0.6282492592592592, 0), (0.18783067708333334, 0.5657660185185185, 0), (0.033463541666666666, 0.32157842592592595, 2), (0.29629630208333335, 0.504885, 0), (0.29894182291666666, 0.6282492592592592, 0), (0.29894182291666666, 0.6891302777777778, 0), (0.49922322916666667, 0.2698715740740741, 2), (0.5071516145833334, 0.35635314814814817, 2), (0.51722484375, 0.47211453703703704, 2), (0.5476282291666668, 0.8418593518518518, 2), (0.972610625, 0.2993017592592593, 2), (0.70634921875, 0.49487027777777776, 0), (0.7037036979166668, 0.6188853703703704, 0), (0.70634921875, 0.6850267592592593, 0), (0.7989418229166667, 0.5577046296296296, 0), (0.9047619270833334, 0.4915632407407407, 0), (0.9047619270833334, 0.6205388888888889, 0), (0.9772908333333333, 0.30247398148148147, 0), (0.98015875, 0.4303824074074074, 0), (0.98015875, 0.4915632407407407, 0), (0.9761904687499999, 0.6205388888888889, 0), (0.9761904687499999, 0.6817197222222222, 0), (0.9761904687499999, 0.8090419444444444, 0), (0.35603807291666667, 0.4143514814814815, 2), (0.664873125, 0.3994317592592593, 2)], 'num_visible_keypoints': 8}]",1,8.0,False,original
field_dataset/train/images/0a2d9b_7_11_png.rf.14d8bf3ac9715eb9822f1551ef44a009.jpg,field_dataset/train/labels/0a2d9b_7_11_png.rf.14d8bf3ac9715eb9822f1551ef44a009.txt,0a2d9b_7_11_png.rf.14d8bf3ac9715eb9822f1551ef44a009.jpg,field_dataset/train,"[{'class_id': 0, 'class_name': 'pitch', 'x_center': 0.49467776041666667, 'y_center': 0.6404187962962963, 'width': 0.98935546875, 'height': 0.566182037037037, 'keypoints': [(0.02380953125, 0.09259259259259259, 0), (0.02380953125, 0.2962962962962963, 0), (0.02380953125, 0.39682537037037036, 0), (0.02380953125, 0.6031746296296296, 0), (0.019841249999999998, 0.7010582407407407, 0), (0.023445625, 0.8991681481481482, 0), (0.08994708333333333, 0.3994709259259259, 0), (0.08994708333333333, 0.6031746296296296, 0), (0.18783067708333334, 0.5, 0), (0.29365078125, 0.29894175925925925, 0), (0.29756671874999996, 0.40089703703703705, 0), (0.30100911458333335, 0.6050998148148148, 0), (0.29894182291666666, 0.7037037037037037, 0), (0.12850604166666665, 0.42355305555555556, 2), (0.13744234375, 0.48979935185185186, 2), (0.14886625, 0.5763955555555555, 2), (0.18813276041666666, 0.8490235185185184, 2), (0.45463833333333337, 0.4059747222222222, 2), (0.5036121875, 0.4321747222222222, 2), (0.58212625, 0.47378287037037037, 2), (0.68003046875, 0.5258062962962963, 2), (0.5884655729166667, 0.4416919444444445, 2), (0.5842991145833333, 0.4148352777777778, 2), (0.69247015625, 0.4606780555555556, 2), (0.5186966666666667, 0.36797870370370367, 2), (0.5716311979166666, 0.3882288888888889, 2), (0.6235461979166667, 0.40715388888888887, 2), (0.7316190104166667, 0.44933925925925927, 2), (0.8213541145833333, 0.48400018518518517, 2), (0.9789824479166668, 0.5467141666666666, 2), (0.016416041666666666, 0.5579648148148147, 2), (0.2577, 0.5091910185185184, 2)], 'num_visible_keypoints': 19}]",1,19.0,False,original
field_dataset/train/images/0a2d9b_7_14_png.rf.834047cfe4adf43adc16b3c1b1b96582.jpg,field_dataset/train/labels/0a2d9b_7_14_png.rf.834047cfe4adf43adc16b3c1b1b96582.txt,0a2d9b_7_14_png.rf.834047cfe4adf43adc16b3c1b1b96582.jpg,field_dataset/train,"[{'class_id': 0, 'class_name': 'pitch', 'x_center': 0.5, 'y_center': 0.6179839814814815, 'width': 1.0, 'height': 0.6300009259259259, 'keypoints': [(0.02380953125, 0.36131694444444445, 0), (0.02380953125, 0.48965046296296294, 0), (0.02380953125, 0.5529838888888889, 0), (0.02380953125, 0.682984074074074, 0), (0.019841249999999998, 0.7446508333333333, 0), (0.017881041666666667, 0.8712393518518519, 0), (0.08994708333333333, 0.5546505555555555, 0), (0.08994708333333333, 0.682984074074074, 0), (0.18783067708333334, 0.6179839814814815, 0), (0.29365078125, 0.4913171296296296, 0), (0.29629630208333335, 0.5546505555555555, 0), (0.29894182291666666, 0.682984074074074, 0), (0.29894182291666666, 0.7463175000000001, 0), (0.1537315625, 0.3648546296296296, 2), (0.16335557291666666, 0.440167037037037, 2), (0.17649494791666667, 0.5406367592592592, 2), (0.21935807291666667, 0.8568837037037037, 2), (0.532858125, 0.3539053703703704, 2), (0.5914991666666667, 0.3869697222222222, 2), (0.6830638020833334, 0.43818722222222223, 2), (0.8009984895833333, 0.5044487037037038, 2), (0.6899424479166666, 0.4014732407407407, 2), (0.6858205208333333, 0.36878685185185184, 2), (0.8153671875, 0.4262274074074074, 2), (0.6086072395833334, 0.3119399074074074, 2), (0.6696099479166667, 0.3371700925925926, 2), (0.7321999479166668, 0.36143638888888885, 2), (0.8686751041666666, 0.41614657407407407, 2), (0.9885945833333333, 0.46308064814814814, 2), (0.9761904687499999, 0.8729843518518519, 0), (0.02336984375, 0.5116953703703704, 2), (0.30212395833333333, 0.4609447222222222, 2)], 'num_visible_keypoints': 18}]",1,18.0,False,original
field_dataset/train/images/0a2d9b_7_2_png.rf.9d763be018b3acc2a89edf15ab38e768.jpg,field_dataset/train/labels/0a2d9b_7_2_png.rf.9d763be018b3acc2a89edf15ab38e768.txt,0a2d9b_7_2_png.rf.9d763be018b3acc2a89edf15ab38e768.jpg,field_dataset/train,"[{'class_id': 0, 'class_name': 'pitch', 'x_center': 0.5, 'y_center': 0.6006472222222222, 'width': 1.0, 'height': 0.6261914814814814, 'keypoints': [(0.3911805208333333, 0.2964968518518519, 2), (0.32772822916666666, 0.3260662037037037, 2), (0.26674140625000003, 0.35468203703703705, 2), (0.12555161458333333, 0.42215425925925926, 2), (0.0013088020833333335, 0.4791741666666667, 2), (0.019841249999999998, 0.8524490740740741, 0), (0.3171967708333333, 0.3605212962962963, 2), (0.18555156250000002, 0.4295802777777778, 2), (0.318568125, 0.3965807407407408, 2), (0.480959375, 0.3363860185185185, 2), (0.4233471875, 0.3751313888888889, 2), (0.33409359375, 0.4365967592592592, 2), (0.21708552083333332, 0.5159389814814815, 2), (0.8878227083333333, 0.330749537037037, 2), (0.8910566145833333, 0.4133705555555556, 2), (0.8952346875, 0.5232637962962963, 2), (0.90980109375, 0.8830579629629629, 2), (0.7037036979166668, 0.4764028703703703, 0), (0.70634921875, 0.5393533333333334, 0), (0.7037036979166668, 0.6635976851851852, 0), (0.70634921875, 0.7298612962962963, 0), (0.7994972395833333, 0.6024962037037037, 0), (0.9047619270833334, 0.5360400925925927, 0), (0.9047619270833334, 0.6652542592592593, 0), (0.9805681770833333, 0.34614796296296296, 0), (0.9799103645833332, 0.4695377777777778, 0), (0.98015875, 0.5360400925925927, 0), (0.9761904687499999, 0.6652542592592593, 0), (0.9761904687499999, 0.7265481481481482, 0), (0.9761904687499999, 0.854105648148148, 0), (0.7456052083333333, 0.44736027777777776, 2), (0.6005291145833334, 0.6006472222222222, 0)], 'num_visible_keypoints': 17}]",1,17.0,False,original
field_dataset/train/images/0a2d9b_7_9_png.rf.aadb7a21eea2dc4df28c4609234085d2.jpg,field_dataset/train/labels/0a2d9b_7_9_png.rf.aadb7a21eea2dc4df28c4609234085d2.txt,0a2d9b_7_9_png.rf.aadb7a21eea2dc4df28c4609234085d2.jpg,field_dataset/train,"[{'class_id': 0, 'class_name': 'pitch', 'x_center': 0.5, 'y_center': 0.5995822222222222, 'width': 1.0, 'height': 0.5528682407407408, 'keypoints': [(0.02380953125, 0.37433962962962963, 0), (0.02380953125, 0.486960925925926, 0), (0.02380953125, 0.5425402777777778, 0), (0.02380953125, 0.6566241666666667, 0), (0.018949375, 0.7100151851851852, 0), (0.019841249999999998, 0.8218996296296297, 0), (0.08994708333333333, 0.5440028703703703, 0), (0.08994708333333333, 0.6566241666666667, 0), (0.18783067708333334, 0.5995822222222222, 0), (0.29365078125, 0.4884235185185185, 0), (0.29629630208333335, 0.5440028703703703, 0), (0.29894182291666666, 0.6566241666666667, 0), (0.29894182291666666, 0.7122035185185185, 0), (0.25873005208333333, 0.3755425, 2), (0.26631875, 0.43858148148148146, 2), (0.27641192708333334, 0.5243525925925926, 2), (0.30991005208333333, 0.7924406481481482, 2), (0.58531234375, 0.36975296296296295, 2), (0.6371054687500001, 0.4003075925925926, 2), (0.7189446354166668, 0.4494503703703704, 2), (0.8212497916666667, 0.5103075, 2), (0.723881875, 0.415765, 2), (0.7202256770833333, 0.3864959259259259, 2), (0.8345608333333333, 0.44037935185185184, 2), (0.6521911458333334, 0.33370953703703704, 2), (0.70758484375, 0.358354537037037, 2), (0.7620601041666667, 0.3806859259259259, 2), (0.8795246354166667, 0.4332698148148148, 2), (0.9856979687499999, 0.47789935185185184, 2), (0.9761904687499999, 0.8233622222222222, 0), (0.15326333333333333, 0.4975947222222222, 2), (0.38460083333333334, 0.4626193518518518, 2)], 'num_visible_keypoints': 18}]",1,18.0,False,original
field_dataset/train/images/0bfacc_1_10_png.rf.2a9c0fb31bdfbc1f30abf9f070f9a1cb.jpg,field_dataset/train/labels/0bfacc_1_10_png.rf.2a9c0fb31bdfbc1f30abf9f070f9a1cb.txt,0bfacc_1_10_png.rf.2a9c0fb31bdfbc1f30abf9f070f9a1cb.jpg,field_dataset/train,"[{'class_id': 0, 'class_name': 'pitch', 'x_center': 0.5, 'y_center': 0.6029077777777778, 'width': 1.0, 'height': 0.607932037037037, 'keypoints': [(0.31385843750000003, 0.3087337962962963, 2), (0.24983510416666668, 0.3433900925925926, 2), (0.18697791666666666, 0.37781712962962966, 2), (0.04481869791666667, 0.4556386111111111, 2), (0.019841249999999998, 0.7251375, 0), (0.019841249999999998, 0.8473672222222223, 0), (0.240088125, 0.3860646296296296, 2), (0.11034619791666667, 0.4648383333333333, 2), (0.24547604166666667, 0.42843435185185186, 2), (0.40916583333333334, 0.35992574074074074, 2), (0.3504553125, 0.4055585185185185, 2), (0.26243364583333334, 0.4729116666666667, 2), (0.15645651041666667, 0.5564463888888889, 2), (0.8261884375, 0.3558789814814815, 2), (0.8108738020833334, 0.44938259259259256, 2), (0.7944764583333334, 0.5610766666666667, 2), (0.7522809375, 0.8462848148148149, 2), (0.7037036979166668, 0.48228638888888886, 0), (0.70634921875, 0.5434012037037037, 0), (0.7037036979166668, 0.6640226851851851, 0), (0.70634921875, 0.728354074074074, 0), (0.7989418229166667, 0.604516111111111, 0), (0.9047619270833334, 0.5401846296296297, 0), (0.9047619270833334, 0.6656309259259259, 0), (0.98015875, 0.3568400925925926, 0), (0.98015875, 0.48067805555555554, 0), (0.98015875, 0.5401846296296297, 0), (0.9761904687499999, 0.6656309259259259, 0), (0.9761904687499999, 0.7251375, 0), (0.9761904687499999, 0.8489755555555556, 0), (0.6670765625, 0.48198074074074077, 2), (0.95250875, 0.5199698148148149, 2)], 'num_visible_keypoints': 17}]",1,17.0,False,original
field_dataset/train/images/0bfacc_1_12_png.rf.8ed64acb975976234036d6fd2398880d.jpg,field_dataset/train/labels/0bfacc_1_12_png.rf.8ed64acb975976234036d6fd2398880d.txt,0bfacc_1_12_png.rf.8ed64acb975976234036d6fd2398880d.jpg,field_dataset/train,"[{'class_id': 0, 'class_name': 'pitch', 'x_center': 0.5, 'y_center': 0.60202, 'width': 1.0, 'height': 0.6077437962962963, 'keypoints': [(0.43336994791666666, 0.30633314814814816, 2), (0.3698506770833333, 0.3374565740740741, 2), (0.3122334895833333, 0.37017148148148143, 2), (0.185555, 0.4371925925925926, 2), (0.07791135416666667, 0.4948459259259259, 2), (0.019841249999999998, 0.8464037962962963, 0), (0.36301677083333334, 0.378465, 2), (0.24134317708333333, 0.44970342592592594, 2), (0.3674295833333333, 0.4189380555555556, 2), (0.5256063020833334, 0.3583912037037037, 2), (0.46781208333333335, 0.3998408333333333, 2), (0.3835775, 0.46306787037037034, 2), (0.28229776041666665, 0.5380208333333333, 2), (0.9441161979166667, 0.3658564814814815, 2), (0.9278523958333333, 0.45979453703703704, 2), (0.9086263020833333, 0.5720812037037037, 2), (0.86200765625, 0.8548466666666668, 2), (0.7037036979166668, 0.4814359259259259, 0), (0.70634921875, 0.5425318518518518, 0), (0.7037036979166668, 0.6631160185185185, 0), (0.70634921875, 0.7274275, 0), (0.7989418229166667, 0.6036278703703704, 0), (0.9047619270833334, 0.5393162962962963, 0), (0.9047619270833334, 0.6647237962962963, 0), (0.98015875, 0.3560285185185185, 0), (0.98015875, 0.4798281481481481, 0), (0.98015875, 0.5393162962962963, 0), (0.9761904687499999, 0.6647237962962963, 0), (0.98015875, 0.7242119444444445, 0), (0.9761904687499999, 0.848011574074074, 0), (0.7791585416666666, 0.489605, 2), (0.6005291145833334, 0.60202, 0)], 'num_visible_keypoints': 17}]",1,17.0,False,original
field_dataset/train/images/0bfacc_1_13_png.rf.66fb1e1d9207bb43bb5337f7866f788c.jpg,field_dataset/train/labels/0bfacc_1_13_png.rf.66fb1e1d9207bb43bb5337f7866f788c.txt,0bfacc_1_13_png.rf.66fb1e1d9207bb43bb5337f7866f788c.jpg,field_dataset/train,"[{'class_id': 0, 'class_name': 'pitch', 'x_center': 0.5, 'y_center': 0.6029057407407408, 'width': 1.0, 'height': 0.6079279629629629, 'keypoints': [(0.481243125, 0.30577925925925925, 2), (0.4211159895833333, 0.33426879629629624, 2), (0.36105473958333334, 0.366854537037037, 2), (0.23074770833333333, 0.4331162037037037, 2), (0.13142916666666665, 0.48454333333333327, 2), (0.019841249999999998, 0.8473636111111111, 0), (0.4109638541666667, 0.3747566666666666, 2), (0.28994328125, 0.4435323148148148, 2), (0.41452052083333335, 0.4166240740740741, 2), (0.5712548437499999, 0.3590933333333334, 2), (0.5157515625, 0.39875592592592596, 2), (0.4293009895833333, 0.46068046296296294, 2), (0.3317169270833333, 0.5328178703703704, 2), (1.0, 0.3697867592592593, 2), (0.9821536979166667, 0.4695808333333333, 2), (0.9630341666666666, 0.5803947222222222, 2), (0.9116148958333333, 0.8644598148148148, 2), (0.7037036979166668, 0.4822851851851852, 0), (0.70634921875, 0.5433996296296296, 0), (0.7037036979166668, 0.6640202777777777, 0), (0.70634921875, 0.7283512037037037, 0), (0.7989418229166667, 0.604514074074074, 0), (0.9047619270833334, 0.5401830555555556, 0), (0.9047619270833334, 0.6656285185185185, 0), (0.98015875, 0.35683972222222227, 0), (0.98015875, 0.4806768518518518, 0), (0.98015875, 0.5401830555555556, 0), (0.9761904687499999, 0.6656285185185185, 0), (0.9761904687499999, 0.7251347222222222, 0), (0.9761904687499999, 0.8489718518518519, 0), (0.8282978645833333, 0.4942813888888889, 2), (0.6005291145833334, 0.6029057407407408, 0)], 'num_visible_keypoints': 17}]",1,17.0,False,original
field_dataset/train/images/0bfacc_1_14_png.rf.08fabfd66784bcaece5feca7dee563c0.jpg,field_dataset/train/labels/0bfacc_1_14_png.rf.08fabfd66784bcaece5feca7dee563c0.txt,0bfacc_1_14_png.rf.08fabfd66784bcaece5feca7dee563c0.jpg,field_dataset/train,"[{'class_id': 0, 'class_name': 'pitch', 'x_center': 0.5, 'y_center': 0.5987847222222222, 'width': 1.0, 'height': 0.617230925925926, 'keypoints': [(0.504334375, 0.30427435185185187, 2), (0.44288135416666663, 0.33523694444444446, 2), (0.38278088541666666, 0.3649514814814815, 2), (0.25660234374999996, 0.4315474074074074, 2), (0.15516411458333332, 0.48250296296296297, 2), (0.019841249999999998, 0.9021163888888889, 0), (0.43342078125, 0.3748884259259259, 2), (0.31536098958333336, 0.44258166666666665, 2), (0.43626078125, 0.41706324074074075, 2), (0.5949671875, 0.3591417592592593, 2), (0.5391852083333333, 0.3988231481481481, 2), (0.4541217708333333, 0.4578090740740741, 2), (0.35287640625, 0.5312936111111111, 2), (0.5026455208333334, 0.09523805555555556, 0), (0.5, 0.3994709259259259, 0), (0.9889291145833333, 0.5860694444444445, 2), (0.9365190104166667, 0.8712533333333334, 2), (0.7037036979166668, 0.3015873148148148, 0), (0.70634921875, 0.4021163888888889, 0), (0.7063751562499999, 0.5996288888888889, 0), (0.70634921875, 0.7063491666666666, 0), (0.7989729166666667, 0.5041873148148148, 0), (0.9047619270833334, 0.39682537037037036, 0), (0.9026945833333334, 0.6037450925925926, 0), (0.98015875, 0.09523805555555556, 0), (0.98015875, 0.29894175925925925, 0), (0.9776083854166667, 0.39754518518518517, 0), (0.9761904687499999, 0.6031746296296296, 0), (0.98015875, 0.7010582407407407, 0), (0.9761904687499999, 0.9047619444444445, 0), (0.8540133854166666, 0.49398787037037034, 2), (0.5962390625, 0.5020451851851851, 0)], 'num_visible_keypoints': 15}]",1,15.0,False,original
field_dataset/train/images/0bfacc_1_15_png.rf.9b23a92ddc957bd9f0aa6d07e5acba05.jpg,field_dataset/train/labels/0bfacc_1_15_png.rf.9b23a92ddc957bd9f0aa6d07e5acba05.txt,0bfacc_1_15_png.rf.9b23a92ddc957bd9f0aa6d07e5acba05.jpg,field_dataset/train,"[{'class_id': 0, 'class_name': 'pitch', 'x_center': 0.5, 'y_center': 0.5985351851851852, 'width': 1.0, 'height': 0.608181388888889, 'keypoints': [(0.4538980729166667, 0.30407712962962963, 2), (0.39370578125000005, 0.33645879629629627, 2), (0.33213932291666665, 0.3684060185185185, 2), (0.20320203125, 0.4356071296296296, 2), (0.10046812499999999, 0.48908564814814814, 2), (0.019841249999999998, 0.8430949074074074, 0), (0.38277328125000004, 0.37710046296296296, 2), (0.26103515625, 0.44638046296296297, 2), (0.3867144791666667, 0.41732324074074073, 2), (0.5452825, 0.3581125, 2), (0.48745812499999996, 0.39924166666666666, 2), (0.40262177083333334, 0.4605079629629629, 2), (0.30254875, 0.5349317592592593, 2), (0.9673485416666666, 0.3674599074074074, 2), (0.95079625, 0.46367694444444446, 2), (0.93098, 0.5742364814814814, 2), (0.8813884375, 0.8580596296296296, 2), (0.7037036979166668, 0.47786425925925924, 0), (0.70634921875, 0.5390041666666667, 0), (0.7037036979166668, 0.6596750925925926, 0), (0.70634921875, 0.7240328703703705, 0), (0.7989418229166667, 0.6001440740740741, 0), (0.9047619270833334, 0.5357862962962963, 0), (0.9047619270833334, 0.6612840740740741, 0), (0.98015875, 0.3523664814814815, 0), (0.98015875, 0.47625527777777776, 0), (0.98015875, 0.5357862962962963, 0), (0.9761904687499999, 0.6612840740740741, 0), (0.9761904687499999, 0.720815, 0), (0.9761904687499999, 0.8447037962962962, 0), (0.80071765625, 0.4861767592592593, 2), (0.6005291145833334, 0.5985351851851852, 0)], 'num_visible_keypoints': 17}]",1,17.0,False,original
field_dataset/train/images/0bfacc_1_2_png.rf.1f6e0ab91c7f34721b2398b1480af159.jpg,field_dataset/train/labels/0bfacc_1_2_png.rf.1f6e0ab91c7f34721b2398b1480af159.txt,0bfacc_1_2_png.rf.1f6e0ab91c7f34721b2398b1480af159.jpg,field_dataset/train,"[{'class_id': 0, 'class_name': 'pitch', 'x_center': 0.5, 'y_center': 0.5404824074074074, 'width': 1.0, 'height': 0.5811084259259259, 'keypoints': [(0.02380953125, 0.303734537037037, 0), (0.02380953125, 0.42210851851851855, 0), (0.02490369791666667, 0.48519120370370367, 0), (0.02380953125, 0.6004380555555556, 0), (0.019841249999999998, 0.6573190740740741, 0), (0.019841249999999998, 0.7741556481481482, 0), (0.08994708333333333, 0.4820641666666666, 0), (0.08994708333333333, 0.6004380555555556, 0), (0.18783067708333334, 0.5404824074074074, 0), (0.29365078125, 0.42364583333333333, 0), (0.29629630208333335, 0.4820641666666666, 0), (0.29894182291666666, 0.6004380555555556, 0), (0.29894182291666666, 0.6588563888888889, 0), (0.23660921875, 0.2854434259259259, 2), (0.2289334375, 0.38207870370370367, 2), (0.219458125, 0.4960421296296296, 2), (0.19616005208333334, 0.7927213888888889, 2), (0.654599375, 0.30806416666666664, 2), (0.7057576041666667, 0.3591214814814815, 2), (0.7827994270833333, 0.43571916666666666, 2), (0.8805292708333333, 0.5325684259259259, 2), (0.8132108333333333, 0.38952611111111113, 2), (0.8273780729166667, 0.34321722222222223, 2), (0.9529310416666666, 0.4357012962962963, 2), (0.76618, 0.25878416666666665, 2), (0.82673328125, 0.2992754629629629, 2), (0.8891447916666666, 0.33970925925925927, 2), (0.9761904687499999, 0.6004380555555556, 0), (0.9761904687499999, 0.6573190740740741, 0), (0.9761904687499999, 0.7756929629629629, 0), (0.07944276041666667, 0.44116268518518514, 2), (0.3646300520833333, 0.42473916666666667, 2)], 'num_visible_keypoints': 16}]",1,16.0,False,original
field_dataset/train/images/0bfacc_1_3_png.rf.0a67587a19a84c0149abdaee9daf2a76.jpg,field_dataset/train/labels/0bfacc_1_3_png.rf.0a67587a19a84c0149abdaee9daf2a76.txt,0bfacc_1_3_png.rf.0a67587a19a84c0149abdaee9daf2a76.jpg,field_dataset/train,"[{'class_id': 0, 'class_name': 'pitch', 'x_center': 0.5, 'y_center': 0.5155928703703704, 'width': 1.0, 'height': 0.5144097222222223, 'keypoints': [(0.0230428125, 0.30646388888888887, 0), (0.02380953125, 0.4108057407407408, 0), (0.02380953125, 0.46251888888888887, 0), (0.02380953125, 0.5686669444444444, 0), (0.019841249999999998, 0.6190191666666667, 0), (0.019841249999999998, 0.722445462962963, 0), (0.08994708333333333, 0.46387972222222223, 0), (0.08994708333333333, 0.5686669444444444, 0), (0.18889973958333334, 0.5143921296296297, 0), (0.2955159375, 0.41008074074074075, 0), (0.29629630208333335, 0.46387972222222223, 0), (0.29894182291666666, 0.5686669444444444, 0), (0.29894182291666666, 0.6203800925925925, 0), (0.31821109374999995, 0.2876035185185185, 2), (0.310215625, 0.3735030555555556, 2), (0.30152260416666665, 0.4752421296296296, 2), (0.2794984375, 0.7390725, 2), (0.6937019791666666, 0.3148012037037037, 2), (0.7400155208333333, 0.3614238888888889, 2), (0.8090109895833333, 0.4328152777777778, 2), (0.8987883854166667, 0.5241060185185185, 2), (0.8371310937499999, 0.39192777777777776, 2), (0.8523400520833333, 0.34950287037037037, 2), (0.9665752604166666, 0.4367727777777778, 2), (0.79659140625, 0.2706313888888889, 2), (0.8518401562500001, 0.308550462962963, 2), (0.9081425520833334, 0.3460762962962963, 2), (0.9761904687499999, 0.5686669444444444, 0), (0.9761904687499999, 0.6190191666666667, 0), (0.9761904687499999, 0.7238063888888889, 0), (0.17974260416666665, 0.42561629629629627, 2), (0.4305979166666667, 0.4141525, 2)], 'num_visible_keypoints': 16}]",1,16.0,False,original
field_dataset/train/images/0bfacc_1_4_png.rf.47b7a7e759397e76792a48b85a1d9552.jpg,field_dataset/train/labels/0bfacc_1_4_png.rf.47b7a7e759397e76792a48b85a1d9552.txt,0bfacc_1_4_png.rf.47b7a7e759397e76792a48b85a1d9552.jpg,field_dataset/train,"[{'class_id': 0, 'class_name': 'pitch', 'x_center': 0.5, 'y_center': 0.5163989814814816, 'width': 1.0, 'height': 0.5179832407407408, 'keypoints': [(0.02303875, 0.30397861111111113, 0), (0.024784322916666667, 0.4075448148148148, 0), (0.02380953125, 0.4629562962962963, 0), (0.02380953125, 0.5698417592592592, 0), (0.019841249999999998, 0.6205437962962963, 0), (0.019841249999999998, 0.7246885185185185, 0), (0.08994708333333333, 0.46432666666666667, 0), (0.08994708333333333, 0.5698417592592592, 0), (0.18783067708333334, 0.5163989814814816, 0), (0.29365078125, 0.41225425925925924, 0), (0.29629630208333335, 0.46432666666666667, 0), (0.29894182291666666, 0.5698417592592592, 0), (0.30218098958333334, 0.6251808333333333, 0), (0.3187054166666667, 0.2861324074074074, 2), (0.3114457291666667, 0.37301472222222226, 2), (0.30235953125, 0.4760816666666666, 2), (0.27992817708333334, 0.7420534259259259, 2), (0.6985831770833334, 0.3132877777777778, 2), (0.74509203125, 0.361540462962963, 2), (0.8161021354166667, 0.43402101851851854, 2), (0.9060357291666666, 0.5246178703703704, 2), (0.8443603125, 0.39166814814814815, 2), (0.8586710937500001, 0.3483177777777778, 2), (0.9756915625, 0.43684546296296295, 2), (0.8032838020833334, 0.27005398148148146, 2), (0.8586661979166668, 0.30725046296296293, 2), (0.9151801041666666, 0.3455064814814815, 2), (0.9761904687499999, 0.5698417592592592, 0), (0.9761904687499999, 0.6205437962962963, 0), (0.9761904687499999, 0.7260588888888889, 0), (0.17981031249999999, 0.42544175925925926, 2), (0.43197494791666663, 0.4115972222222222, 2)], 'num_visible_keypoints': 16}]",1,16.0,False,original
